编号,longitude,latitude,最近邻距离_m
A8671,106.5994,30.2158,1551.2360350833164
A8672,106.5764,30.1256,4050.898513721019
A8673,106.5517,30.0256,6403.3365150104555
A8674,106.6297,30.1353,4383.991379751839
A8675,106.4325,29.9369,5496.158202383059
A8676,106.4606,29.9864,2939.586766784737
A8677,106.4622,30.0128,2939.586766784737
A8678,106.45,30.14,3450.6401553345695
A8679,106.2808,30.0458,2589.813325275128
A9114,106.5839,30.2119,1551.2360350833164
A9176,106.2286,30.0086,4752.456926330806
A9295,106.58,30.2606,305.1200020955803
57506,105.9031,29.3608,2943.9183839961656
A7026,105.8297,29.2383,4191.265838673267
A7080,105.8653,29.4961,3803.980335696753
A7081,105.7,29.3333,2922.1155093356097
A7082,105.9964,29.4344,445.89580064366424
A7083,105.9142,29.2447,4144.036325551154
A7120,106.0667,29.5167,4142.846973271211
A7121,105.8333,29.3333,4347.723045220011
A7122,105.8897,29.0564,5157.469235399642
A7123,105.8333,29.4,2723.52550854831
A7124,105.8333,29.0,4161.462477039612
A7125,105.8667,29.1333,4721.183562736817
A7127,105.7667,29.0833,7049.208100477526
A7158,106.0119,29.2989,5009.458082261058
A7159,105.6583,29.3381,3414.645238398351
A7160,105.9569,29.2456,2818.2034053250495
A7161,105.7636,29.2419,2767.122529382803
A7162,105.7542,29.2981,3791.4748575443864
A7163,106.0,29.4319,445.89580064366424
A7164,105.9528,29.51,2020.485447481116
A7165,105.8792,29.5281,3203.174096275409
A7439,105.8214,29.1733,1314.9319296006909
A7441,105.7083,29.2567,5611.809332730787
A7442,105.7733,29.1858,4586.482147691069
A7443,105.9014,29.4428,3673.140639234355
A7444,105.9694,29.4647,2880.660132787589
A7445,105.8478,29.2894,3636.41026321153
A7447,105.9278,29.2081,3715.214160074629
A7767,105.7686,29.2664,2767.122529382803
A7776,105.9825,29.2606,2459.6562761447753
A7778,105.96,29.2708,2459.6562761447753
A7796,105.8439,29.1708,2084.957123094229
A7797,105.885,29.2853,3636.41026321153
A7798,105.7275,29.3758,3675.4069410532497
A7799,105.8931,29.3858,2715.981567859235
A7800,105.8969,29.41,2715.981567859235
A7835,106.03,29.3981,4750.70553196107
A7920,105.9556,29.3933,5981.966970394424
A7921,105.8428,29.0781,2519.0148782547913
A7922,105.8208,29.4556,3889.9417302911284
A7923,106.0481,29.4594,1779.0556668651657
A7924,105.7286,29.325,2236.7878254919383
A8230,105.8328,29.0572,2519.0148782547913
A8231,105.9422,29.4542,2880.660132787589
A8232,105.9589,29.1517,5086.846786890152
A8233,105.7894,29.3253,4347.723045220011
A8234,106.0572,29.4733,1779.0556668651657
A8235,105.8489,29.4306,3722.984692981157
A8236,106.0444,29.3442,5228.304414547851
A8237,105.9653,29.2014,3715.214160074629
A8238,105.9475,29.5294,2217.301641589895
A8239,105.8058,29.2697,3627.009791760928
A8240,105.7953,28.9828,4161.462477039612
A8241,105.7464,29.3378,2236.7878254919383
A9013,105.825,29.1619,1314.9319296006909
A9040,105.7278,29.1747,4586.482147691069
A9150,105.8053,29.3978,2723.52550854831
A9151,105.97,29.4997,2020.485447481116
57519,107.1122,29.1611,2748.1947096232284
A7003,107.0842,29.1575,2748.1947096232284
A7042,107.1175,29.3053,4981.019141098771
A7098,107.2522,29.2083,5405.299072584701
A7147,107.0133,29.1233,4139.163051240663
A7148,106.9806,29.08,4014.001263701973
A7149,106.9764,29.4464,4354.4478284456345
A7562,107.3125,28.83,3380.8920687848495
A7563,106.9758,29.2703,6280.700499912558
A7564,107.1425,29.3808,3747.879105651649
A7565,107.1019,28.9272,6862.11280314712
A7566,107.2561,28.9089,6504.330193634225
A7567,107.3386,28.8944,3748.3106170572078
A7568,107.3189,29.2467,6844.120010880134
A7569,107.2042,29.1317,7511.7030059036715
A7570,107.335,28.9772,3499.770626306827
A7571,107.0617,29.3575,6690.709515546195
A7572,107.2381,29.3361,4015.998394917172
A7573,107.1931,29.24,3895.2600550770126
A7574,107.3056,29.1531,3772.8584309235357
A7575,106.9708,29.3658,4164.743642656783
A7576,107.0892,29.2278,5609.078494231072
A7593,107.1853,29.0353,759.0508022095864
A7925,107.1522,29.0314,3247.1325245655685
A7926,107.2781,29.3267,4015.998394917172
A7927,106.9208,29.0725,3463.621949804373
A8442,107.0053,29.4164,4354.4478284456345
A8443,107.2869,29.0803,5218.327014770312
A8444,107.1719,29.3589,3747.879105651649
A8445,107.3364,29.3161,5326.480461289492
A8446,107.1603,29.1875,5515.983552612836
A8447,107.1325,29.1064,6051.749877516909
A8449,107.3531,28.95,3499.770626306827
A8710,107.0556,29.1278,4139.163051240663
A8711,107.0219,29.0861,4070.2437395815405
A8712,107.0822,29.0211,3529.2781655220683
A8713,107.1217,29.0528,3801.799493806711
A8714,107.0533,29.0019,3529.2781655220683
A8715,107.0058,29.0514,4014.001263701973
A8716,106.9764,29.2108,4564.128574757579
A8717,106.9658,29.3286,4164.743642656783
A8718,107.0286,29.3047,5642.634709619823
A8719,107.0775,29.2772,4981.019141098771
A8720,107.3031,28.8664,4058.8100878989644
A8721,107.2719,28.8422,1534.9439403966546
A8722,107.2406,28.8119,4113.4579639823205
A8723,107.2778,28.8294,1534.9439403966546
A8724,107.3208,29.1167,4308.332446619378
A8725,106.9175,29.1242,2364.3617790884164
A8726,107.3583,28.8642,3867.2911002152555
A8727,107.3206,28.9242,3748.3106170572078
A8728,107.2072,29.2728,3895.2600550770126
A8729,106.9994,29.175,4564.128574757579
A8980,107.0272,29.2144,4946.4948214672395
A8981,106.9311,29.1847,5152.627924817208
A8982,107.3022,29.1869,3772.8584309235357
A8983,107.1819,29.3244,3956.78737218266
A8984,106.9247,29.305,4771.272396689563
A8985,107.1703,28.9422,6862.11280314712
57514,106.2217,29.5869,4458.787987867935
A7032,106.1322,29.4125,2395.830730130283
A7033,106.2175,29.7478,4079.9667152330303
A7090,106.1361,29.6072,2027.7746953410906
A7138,106.3089,29.8075,1481.2539565756642
A7139,106.1878,29.7217,4079.9667152330303
A7318,106.1947,29.5075,2854.1120238892263
A7338,106.1247,29.4622,5050.282987463293
A7339,106.1175,29.2975,2807.9658376383536
A7340,106.2111,29.4786,829.0546710243929
A7341,106.1033,29.3678,974.3696554291082
A7342,106.2194,29.6803,3778.6507948696576
A7345,106.2964,29.7975,1640.4662808712742
A7346,106.1756,29.3733,2717.7870330383284
A7347,106.0942,29.5606,2391.1187050029707
A7348,106.1756,29.5878,4386.214760545065
A7948,106.1469,29.6444,4266.14404576732
A7949,106.1192,29.5964,2027.7746953410906
A7950,106.1189,29.5597,2391.1187050029707
A7951,106.2064,29.4708,539.9784881603762
A7952,106.2058,29.4167,3210.6729063590014
A7953,106.1006,29.3264,655.4994412533646
A7954,106.0981,29.3753,974.3696554291082
A7955,106.1725,29.5244,2854.1120238892263
A8287,106.2878,29.8489,4265.261364650913
A8288,106.3242,29.8086,1481.2539565756642
A8289,106.0961,29.3308,655.4994412533646
A8290,106.0931,29.3111,1850.1602193254862
A8291,106.1922,29.3536,2717.7870330383284
A8292,106.1036,29.5356,2924.8086770605755
A8293,106.1803,29.6794,3715.594709148588
A8294,106.2633,29.6206,3291.720480945358
A8295,106.1531,29.5003,3271.929016753373
A8572,106.2347,29.5353,4117.045859809125
A8573,106.2278,29.4383,2647.8672908421618
A8574,106.1414,29.3925,2395.830730130283
A8575,106.1956,29.4772,812.1348603805773
A8576,106.2347,29.6475,3935.4092472107404
A9016,106.4003,29.8422,1901.922959030638
A9044,106.2036,29.475,539.9784881603762
57510,106.0619,29.8569,1416.5578816246552
A6215,106.0717,29.5978,1300.3804336526196
A6317,106.0417,30.0147,3671.5528988419082
A6318,106.0728,29.8706,1850.792178438517
A6319,106.065,29.8014,3505.629184070801
A7030,105.8667,29.8333,3301.7449034873603
A7087,106.0342,29.9275,4356.353324116629
A7166,106.2081,29.8619,3926.8588498451813
A7167,106.1397,29.7747,3076.8065551106165
A7168,106.0508,29.6958,349.54212802461717
A7349,106.0861,29.9592,2231.4200216576587
A7350,106.2022,29.8083,3886.044610296379
A7351,106.9778,30.05,1767.2247974626407
A7352,105.9739,29.8594,1537.3559864271356
A7355,106.1994,29.8964,2965.3908489221412
A7356,106.0094,29.7714,1757.833881546972
A7357,106.1158,29.9269,3338.10762412187
A7358,106.0069,29.6381,4680.218007335505
A7359,106.1436,29.6894,3533.097576744167
A7360,105.8297,29.8206,2357.399697836578
A7361,106.0172,29.9894,2118.2424971975115
A7362,106.1625,29.8142,3886.044610296379
A7363,106.0975,29.7689,2719.035658188413
A7364,106.1572,29.8956,887.8136316761692
A7365,106.0528,29.8469,1416.5578816246552
A7366,106.1147,29.7133,691.6338626698341
A7367,106.0731,29.6419,1838.0242236556549
A7368,106.9256,29.5708,3599.293640172114
A7928,106.0842,29.9392,1443.7936509272974
A7929,106.0794,29.9269,1443.7936509272974
A7930,106.0783,29.6578,965.796759145181
A7931,106.0769,29.6664,965.796759145181
A7932,106.1653,29.8994,887.8136316761692
A7933,106.1767,29.9144,1997.342897202556
A7934,106.0514,29.6989,349.54212802461717
A7935,106.0497,29.7156,1864.1996095259121
A7936,106.0747,29.6092,1300.3804336526196
A7937,106.0528,29.6025,1900.5799475186589
A8267,106.0331,29.9722,842.7354342843656
A8268,106.0244,29.9714,842.7354342843656
A8269,105.9906,29.9961,2667.838418360214
A8270,106.2439,29.8961,2333.8235765449162
A8271,106.2297,29.9131,2333.8235765449162
A8272,106.2697,29.8839,2671.2306307296385
A8273,106.0042,29.8253,3281.2387006098265
A8274,105.9814,29.8472,1537.3559864271356
A8275,105.8119,29.8406,2625.6352907543283
A8276,106.1133,29.7072,691.6338626698341
A8818,106.0817,29.8294,3399.542562657311
A8819,106.01,29.7872,1757.833881546972
A8820,105.8628,29.8628,3301.7449034873603
A8821,106.0033,29.5903,4974.545501895704
A8822,105.8919,30.0489,2710.590575970133
A9026,106.0542,29.5683,3691.034081825705
A9028,106.0039,29.5425,5315.434260558641
A9136,106.07,29.7636,2719.035658188413
A9137,106.1633,29.7561,3076.8065551106165
A9177,105.8256,29.7997,2357.399697836578
A9876,106.05,29.8667,1582.499124964269
57409,105.7786,30.2089,3977.237263590134
A7029,105.7311,30.2108,4569.321213408622
A7085,105.7167,30.1,7430.782568518766
A7086,105.7819,29.9017,5124.6805605135105
A7169,105.7719,30.3011,1083.1687348215555
A7170,105.9317,30.2944,5146.884042101481
A7392,105.8975,29.9589,3436.9086176203537
A7393,105.9317,30.1592,4313.147549958616
A7394,105.7569,29.8203,2758.7302392206293
A7395,105.7736,30.0489,3025.010824296186
A7397,105.8106,30.07,2252.9507766178476
A7398,105.7511,29.9594,2937.9917012668193
A7399,105.9075,30.2531,5146.884042101481
A7401,105.8328,30.4042,2721.2014057433516
A7402,105.8461,30.19,5048.4464666716885
A7403,105.7681,30.3825,6087.87727506833
A7404,105.6242,30.1442,4608.454799298458
A7874,105.7708,30.3278,2213.7789105155684
A7886,105.7731,29.9906,4065.2701343205226
A7900,105.8642,30.0533,2710.590575970133
A7904,105.765,29.8569,4144.047540780924
A7905,105.7647,30.3086,1083.1687348215555
A7915,105.7283,30.2919,1980.2741577087863
A7916,105.8147,30.2264,3977.237263590134
A7917,105.9117,29.8783,2533.239204837659
A7918,105.7875,30.0733,2252.9507766178476
A7919,105.8792,30.3119,2683.829733601632
A8255,105.6306,30.2511,10421.71664475002
A8256,105.9031,30.3447,4308.575518782855
A8257,105.8294,30.2964,2411.19389513224
A8258,105.8697,30.0956,4733.226531016128
A8259,105.9686,30.1203,4637.29247662826
A8260,105.8953,29.8961,2533.239204837659
A8261,105.9764,30.1625,3839.823228948497
A8262,105.8128,29.8642,2625.6352907543283
A8263,105.9731,30.3728,2143.853862775913
A8264,105.7478,30.2861,1980.2741577087863
A8265,105.7897,29.9475,3947.2285569641895
A8266,105.7386,29.9353,2937.9917012668193
A8841,105.7322,29.8078,2758.7302392206293
A8842,105.9244,29.9386,3436.9086176203537
A8843,105.5772,30.1361,4608.454799298458
A8844,105.8389,30.3803,2721.2014057433516
A8845,105.8536,30.3022,2411.19389513224
57505,105.5869,29.4142,4000.9630578752426
A7024,105.3947,29.6372,6211.740612505344
A7077,105.5339,29.3958,4190.000507270493
A7078,105.4669,29.5219,2006.681164906438
A7153,105.6733,29.4314,2317.608602227433
A7154,105.3764,29.5025,1989.1560338824756
A7405,105.5481,29.5658,2356.1756384311707
A7406,105.4886,29.3686,2815.739640326347
A7407,105.5881,29.4739,2280.879449867329
A7408,105.45,29.43,2021.5677209380665
A7409,105.57,29.32,3076.0511381545975
A7410,105.6542,29.3686,2470.323382942558
A7411,105.3183,29.5614,2901.6657734822734
A7416,105.4611,29.6033,1912.7726882059492
A7417,105.3522,29.5953,2496.180383316867
A7418,105.6464,29.4925,2409.1621311339013
A7938,105.6983,29.3969,3675.4069410532497
A7939,105.4758,29.5056,2006.681164906438
A7940,105.6431,29.3886,2470.323382942558
A7941,105.4083,29.4594,1188.6845015529373
A7942,105.6225,29.4469,3888.443360638293
A7943,105.5789,29.3789,4000.9630578752426
A7944,105.3228,29.5356,2901.6657734822734
A7945,105.4717,29.3892,2815.739640326347
A7946,105.3272,29.5897,2496.180383316867
A7947,105.4664,29.6628,4289.539362628914
A8277,105.4558,29.5542,3579.927042320775
A8278,105.3961,29.4606,1188.6845015529373
A8279,105.4728,29.4319,1460.9785478123983
A8280,105.6625,29.45,2317.608602227433
A8281,105.5722,29.5689,2356.1756384311707
A8282,105.5617,29.2933,1425.1323748097666
A8283,105.4672,29.4197,1460.9785478123983
A8284,105.3494,29.4778,3791.1253864160835
A8285,105.4364,29.5842,2368.862854991869
A8286,105.4608,29.5861,1912.7726882059492
A8836,105.5194,29.3603,3124.209089541516
A8837,105.5994,29.4919,2280.879449867329
A8838,105.4836,29.4722,3789.8675628784727
A8839,105.3889,29.4883,1989.1560338824756
A8840,105.5475,29.29,1425.1323748097666
A9133,105.4772,29.3308,4345.970778575237
A9218,105.4481,29.45,2231.4965184141447
57338,108.4311,31.17,1497.7349274860314
A6399,108.4542,31.18,2462.963819891052
A7056,108.2333,31.0667,505.9051745486876
A8301,108.5833,31.2667,2393.2769528322106
A8302,108.3167,30.9333,4477.867096316304
A8303,108.3394,31.2122,3193.4257231682486
A8304,108.0167,30.9833,856.4132052082035
A8305,108.4642,31.405,5794.942939779264
A8306,108.3167,31.4167,6400.1192627555165
A8307,108.3,31.1833,3878.9701789364767
A8308,108.7833,31.5833,861.6250577676064
A8309,108.6719,31.5522,2209.622339296612
A8310,108.5833,31.4833,9118.320482158077
A8311,108.0775,31.0697,3121.104163603115
A8312,108.5611,31.6211,1982.6688942891042
A8313,108.225,31.2422,3476.4975469618976
A8314,108.1075,31.2492,7004.603338646933
A8315,108.4297,31.4867,3659.8225217039944
A8316,108.2833,31.3667,2979.068498241699
A8317,108.2333,31.4333,8125.850886936823
A8318,108.2333,30.95,2285.1455157413943
A8319,108.1333,30.9333,4003.29480725269
A8320,108.6667,31.35,910.4369626072177
A8321,108.4811,31.2981,2031.7342196834247
A8322,108.1092,30.8806,4940.445576036715
A8323,108.2056,31.3636,7385.332520999427
A8324,108.1217,31.0386,5448.537843431438
A8325,108.2514,31.1953,1485.9264074924995
A8326,108.3719,31.3392,6697.946469976752
A8327,108.4856,31.4625,1710.4070212373904
A8328,108.3142,31.1506,3878.9701789364767
A8329,108.5161,31.3664,5837.874596786036
A8330,108.0844,31.1581,4110.644343793905
A8331,108.2869,31.1225,2792.1803956247713
A8332,108.5611,31.1931,5659.066341751192
A8333,108.4828,31.2011,3592.4538153466656
A8334,108.4781,31.1394,5054.95676521505
A8335,108.4192,31.0839,5767.213649172957
A8337,108.0586,30.89,4940.445576036715
A8338,108.3575,31.0156,3525.7916522886926
A8339,108.1678,30.9128,4003.29480725269
A8471,108.7564,31.5556,3366.122870200542
A8472,108.3228,31.0853,2834.4215094914575
A8473,108.4622,31.275,3134.2049323526703
A8474,108.1808,31.1233,2247.531991053988
A8475,108.315,31.1153,2792.1803956247713
A8476,108.0425,31.0842,3702.720336733496
A8477,108.1542,31.1342,2807.0368353681793
A8478,108.5575,31.2439,3527.324157102856
A8730,108.7744,31.5817,861.6250577676064
A8731,108.4244,31.5367,5582.401931230919
A8732,108.6486,31.5514,2209.622339296612
A8733,108.4586,31.3381,4934.688815779842
A8734,108.2594,31.0461,3003.479449279237
A8735,108.3628,31.2328,3193.4257231682486
A8736,108.0169,30.9756,856.4132052082035
A8737,108.5006,31.3056,2031.7342196834247
A8738,108.2386,31.0664,505.9051745486876
A8739,108.5628,31.2792,2393.2769528322106
A8740,108.205,30.8683,3751.7681696068967
A8741,108.1947,31.2247,3476.4975469618976
A8742,108.2375,31.2014,1485.9264074924995
A8743,108.37,31.2,3210.892045389665
A8744,108.0956,31.0931,3121.104163603115
A8745,108.4956,31.4497,1710.4070212373904
A8746,108.5753,31.3806,5837.874596786036
A8747,108.3344,30.9706,4477.867096316304
A8748,108.0417,31.1525,4110.644343793905
A8749,108.1694,31.1056,2247.531991053988
A8750,108.1619,31.2917,7004.603338646933
A8751,108.5769,31.6094,1982.6688942891042
A8752,108.4875,31.5647,6741.265859612231
A8753,108.2117,30.9589,2285.1455157413943
A8754,108.3206,31.0133,3525.7916522886926
A8755,108.4733,31.0606,3960.4126368270813
A8756,108.4028,31.4631,3659.8225217039944
A8757,108.6681,31.3581,910.4369626072177
A8758,108.705,31.4561,8110.214781815475
A8759,108.3017,31.345,2979.068498241699
A9043,108.4167,31.1833,652.5766449560183
A9271,108.4286,31.2897,3587.052977120969
A9906,108.4233,31.1817,652.5766449560183
57536,108.7622,29.5244,769.7260684675608
A7069,108.6167,29.5667,3451.0614946392648
A7070,108.7944,29.4092,4602.045829367631
A7071,108.79,29.4553,5143.76622547123
A7116,108.7819,29.6547,6492.322748271574
A7117,108.6833,29.3833,3983.376973821969
A7254,108.5964,29.6286,3899.319429222251
A7255,108.5714,29.7417,3004.313374338182
A7256,108.6536,29.7556,3907.5931594680383
A7257,108.5953,29.7244,2707.635192146001
A7258,108.8306,29.49,5136.6335533655365
A7259,108.6819,29.6522,7260.212240063535
A7260,108.7592,29.2072,5043.172151966968
A7261,108.8197,29.5669,2927.7159439365387
A7262,108.7219,29.2936,4569.741625023535
A7263,108.5967,29.5394,3599.6598422484612
A7801,108.5969,29.7725,4217.658822011223
A7802,108.6158,29.2372,4881.698459759984
A7803,108.7681,29.3017,4569.741625023535
A7804,108.7319,29.1553,6350.508964020501
A7805,108.6036,29.3222,5149.352901205728
A7806,108.8272,29.5361,2588.6286126265536
A7807,108.6378,29.8303,4104.482811122961
A7808,108.5897,29.1394,4966.483028976493
A7809,108.5403,29.6211,3412.029489608457
A7810,108.6425,29.3789,3983.376973821969
A7811,108.5728,29.4956,1547.634081588619
A7812,108.6697,29.3372,5292.8164122880735
A7813,108.7167,29.2333,5043.172151966968
A7814,108.8478,29.2033,4794.426587001739
A7815,108.8508,29.2833,3414.8302803889815
A7816,108.8739,29.3586,4884.638430556338
A7818,108.8522,29.5444,2588.6286126265536
A7819,108.8247,29.6097,2001.3357878588804
A7820,108.6197,29.7364,2707.635192146001
A7821,108.5617,29.6817,5291.535211029981
A8099,108.8167,29.5931,2001.3357878588804
A8119,108.6586,29.7981,4104.482811122961
A8122,108.8642,29.3117,3414.8302803889815
A8123,108.6731,29.1961,5619.25042514559
A8124,108.6153,29.1933,4881.698459759984
A8125,108.6328,29.2817,5215.7537236269745
A8126,108.8236,29.3614,4884.638430556338
A8127,108.5989,29.5936,3451.0614946392648
A8128,108.67,29.4472,7221.193726796386
A8206,108.7458,29.5236,1589.2930476706533
A8211,108.7278,29.3639,3856.8483460569705
A8212,108.6406,29.5089,5435.432440833346
A8557,108.5967,29.8167,4243.461081778275
A8558,108.6164,29.6842,4912.666074857452
A8559,108.515,29.6425,3412.029489608457
A8560,108.5825,29.3647,5149.352901205728
A8561,108.7833,29.5167,2213.8911169843177
A8899,108.8464,29.2464,4125.232130619901
A9101,108.7642,29.5311,769.7260684675608
A9102,108.5694,29.5092,1547.634081588619
A9103,108.7647,29.3769,3856.8483460569705
57509,106.9186,28.9894,3161.2324202298555
A7013,106.9333,28.95,1672.4820505550292
A7037,106.8353,28.8658,1736.6860558824135
A7093,106.9667,29.0167,471.3734793003779
A7144,106.9608,28.9311,3402.5933291690358
A7145,106.9044,28.8728,2473.788785077603
A7146,106.81,28.8172,3910.0844570611284
A7506,106.8781,28.9464,3956.1346761765813
A7507,106.9292,28.8033,3525.3366100032754
A7508,106.8819,29.0617,2334.7032421535155
A8153,106.7742,28.8331,3641.863440028648
A8154,106.8536,28.8253,3134.86727478947
A8155,106.8686,28.9867,3968.589975814938
A8156,106.8842,29.0408,379.790000106237
A8157,106.9228,29.0414,3374.521839722087
A8209,106.8881,29.0406,379.790000106237
A8210,107.0006,28.945,2580.5079495395835
A8336,106.8394,28.8506,1736.6860558824135
A8495,106.9131,28.9283,3112.249220029561
A8496,106.9686,29.0206,471.3734793003779
A8565,106.9342,28.8347,2314.7840060331823
A9020,106.9672,28.8681,4911.484203997221
A9021,107.01,28.9233,2580.5079495395835
A9022,106.9117,28.8414,1091.2256709970316
A9023,106.91,28.8511,1091.2256709970316
A9041,106.9217,28.9611,1672.4820505550292
57426,107.7922,30.6806,2245.7415112418253
A7052,107.5333,30.6167,1057.4510381187868
A7105,107.5108,30.7397,2647.7053617370084
A7178,107.6467,30.5292,1891.9263300766588
A7179,107.6231,30.6925,1870.5884415501162
A7180,107.8914,30.7033,5373.402543670111
A7181,107.5764,30.5269,2846.136051428603
A7182,107.5758,30.7183,3509.5689378130887
A7183,107.8489,30.6356,2838.5828783775537
A7758,107.8064,30.5547,4346.7153723170995
A7759,107.6783,30.6597,784.2880666301144
A7760,107.4833,30.5336,4162.256107310667
A7761,107.9303,30.5175,6050.68370212065
A7763,107.9694,30.6583,3613.596874278602
A7764,107.7056,30.6083,2388.0779216347087
A7765,107.9053,30.5919,2895.1020428530164
A7766,107.8167,30.7417,2565.780025582802
A7768,107.6933,30.7936,1307.8361378239538
A7769,107.6569,30.7267,2818.0943459413093
A7770,107.9747,30.5944,1810.2704256595762
A7771,107.555,30.7792,981.3361562391657
A7772,107.7239,30.5131,2114.107151743373
A7773,107.5431,30.8139,2900.5159343433083
A7774,107.7231,30.8436,3069.599830134919
A7775,108.0531,30.6928,2637.819099781577
A7777,107.6975,30.8269,536.4678825439704
A8450,107.4953,30.8258,4752.456244218279
A8451,107.4606,30.7311,4094.7743746757487
A8452,107.7225,30.5925,2388.0779216347087
A8453,107.8933,30.6158,2895.1020428530164
A8454,107.8447,30.5842,4919.945104171008
A8600,107.7367,30.6917,1173.1766022601892
A8601,107.7253,30.6878,1173.1766022601892
A8602,107.7608,30.6419,3265.5257641153653
A8603,107.7931,30.6514,2998.2028443254403
A8604,107.8156,30.6789,2245.7415112418253
A8605,107.6931,30.8239,536.4678825439704
A8606,107.6678,30.805,2745.7026735452337
A8607,107.6919,30.7819,1307.8361378239538
A8608,107.6167,30.6653,2851.1551577316704
A8609,107.6369,30.7592,3519.1554208691196
A8610,107.6275,30.7286,2818.0943459413093
A8611,107.6081,30.7033,1870.5884415501162
A8612,107.6989,30.7319,4055.878158553159
A8613,107.7992,30.7592,2565.780025582802
A8614,107.4914,30.7567,2647.7053617370084
A8615,107.5239,30.6217,1057.4510381187868
A8616,107.5558,30.6156,2156.5906489819045
A8617,107.5419,30.5775,3339.3180467637094
A8618,107.5192,30.5547,3339.3180467637094
A8619,107.6717,30.5967,2478.884219438286
A8620,107.68,30.6528,784.2880666301144
A8621,107.6464,30.6675,2851.1551577316704
A8622,107.5633,30.7844,981.3361562391657
A8623,107.5653,30.7961,1314.9327693264238
A8624,107.4839,30.6825,3123.881669347429
A8625,107.515,30.6911,3123.881669347429
A8626,108.0503,30.7164,2637.819099781577
A8627,107.9372,30.6753,3613.596874278602
A8628,107.8244,30.65,2838.5828783775537
A8629,107.7894,30.7181,2173.7581571511723
A8630,107.77,30.7283,2173.7581571511723
A8631,107.6836,30.5769,1332.1477991489992
A8632,107.6769,30.5664,1332.1477991489992
A8633,107.6061,30.5261,2807.267901639269
A8634,107.5878,30.4989,3299.431599816595
A8635,107.535,30.72,3185.7154063934026
A8636,107.6297,30.7922,3733.3479495023585
A8637,107.8836,30.7692,7086.414271735985
A8638,107.7622,30.5458,4346.7153723170995
A8639,107.9661,30.6089,1810.2704256595762
A9181,107.7108,30.4978,2114.107151743373
57525,107.7456,29.3192,1456.4469113022515
A7017,107.7603,29.3219,1456.4469113022515
A7019,107.4522,29.4261,1536.3759453721073
A7020,107.8792,29.3014,4161.409755871308
A7049,107.5336,29.3833,4283.397512999639
A7050,107.7667,29.4028,2531.299489793076
A7051,107.8667,29.2481,3999.3099005332333
A7104,107.8722,29.3989,3339.6010185465984
A7128,107.9036,29.2289,2714.2632842083417
A7129,107.7953,29.2747,6186.117321123663
A7130,107.3892,29.4567,1149.3143368102844
A7577,107.4275,29.2542,1272.4643708656201
A7578,107.9525,29.5372,2374.1902164970666
A7579,107.6892,29.3844,2485.280712348829
A7580,107.6081,29.3975,834.4682490977693
A7581,107.3381,29.3731,1870.3555636699846
A7582,107.6261,29.2692,5428.881840705321
A7583,107.6864,29.2186,648.9647387913016
A7584,107.4833,29.3417,3728.3853043791355
A7585,107.3017,29.3986,3836.1007364459983
A7586,107.8108,29.1875,7450.373509574882
A7587,107.835,29.0936,8455.848180292074
A7588,107.9528,29.2675,3921.488565767819
A7589,107.9703,29.4472,3127.0613721113004
A7590,107.72,29.5511,7006.129984795484
A7591,107.455,29.4125,1536.3759453721073
A7592,108.0281,29.6064,7116.290443300088
A7599,107.6503,29.5247,4365.737319052515
A7600,107.8167,29.4625,3259.1162146354823
A8463,107.6953,29.2658,5318.96342631655
A8464,107.4353,29.245,1272.4643708656201
A8465,107.8375,29.5022,3603.3726612709947
A8466,108.0097,29.4969,6714.81204396557
A8467,107.7306,29.395,3603.153820301539
A8468,107.6392,29.3825,2446.720871124689
A8469,107.5672,29.3369,4482.947127468118
A8470,107.9478,29.3483,5085.5655169917545
A8950,107.4147,29.39,4636.876294453453
A8951,107.6892,29.2133,648.9647387913016
A8952,107.2853,29.3672,3836.1007364459983
A8953,107.4311,29.2811,3011.458319202235
A8954,107.9703,29.5519,2374.1902164970666
A8955,107.9003,29.5097,4726.277941338625
A8956,107.6642,29.3794,2446.720871124689
A8957,107.9181,29.2856,3921.488565767819
A8958,107.7878,29.3708,3712.295637209871
A8959,107.4247,29.3236,4764.490975331039
A8960,107.3672,29.4331,3380.029374628261
A8961,107.7742,29.4628,1885.1855788694943
A8962,107.3933,29.4664,1149.3143368102844
A8963,107.7928,29.4039,2531.299489793076
A8964,107.8811,29.2144,2714.2632842083417
A8965,107.6058,29.3147,4482.947127468118
A8966,107.4878,29.375,3728.3853043791355
A8967,107.3525,29.3619,1870.3555636699846
A8968,107.6825,29.4972,4365.737319052515
A8969,107.8406,29.3869,3339.6010185465984
A8970,107.8958,29.6028,8944.666004870838
A8971,107.2578,29.4114,4484.444001538765
A8972,107.4992,29.4075,3778.8420209277824
A8973,107.9589,29.3036,4057.4972223549776
A8974,107.3322,29.4311,3396.8262815722196
A8975,107.7867,29.4758,1885.1855788694943
A8976,107.6058,29.3636,1268.9293775409676
A8977,107.4694,29.3058,4213.214873488907
A8978,107.9953,29.4294,3127.0613721113004
A8979,107.9311,29.4311,4196.989128913346
A9025,107.7369,29.3406,2524.611897488184
A9034,107.8558,29.4653,3798.194768057493
A9049,107.6164,29.3703,1268.9293775409676
A9147,107.6028,29.4475,5550.691364041263
A9148,107.6869,29.4319,5003.006545346662
A9149,107.8572,29.5297,3603.3726612709947
A9244,107.6078,29.39,834.4682490977693
A9245,107.6414,29.4106,3131.8379747252015
