编号,longitude,latitude,最近邻距离_m
A8403,108.9881,28.6664,2862.16470482356
A8404,109.1397,28.5853,1768.5642903039366
A8405,108.8278,28.5003,1734.5079884448144
A8406,108.9631,28.4875,4665.512264680264
A8407,108.9667,28.35,2849.103128959838
A8408,109.05,28.45,5809.907657523456
A8409,108.9906,28.5472,4874.286463019061
A8410,108.825,28.3536,2807.279439449912
A8411,108.9497,28.3292,2849.103128959838
A8412,108.8106,28.5469,5447.349412095097
A8413,108.8267,28.2942,4526.017312806207
A8414,108.9108,28.275,3948.293386464593
A8415,108.905,28.2392,4021.107591149612
A8587,109.0414,28.5017,2813.875108573739
A8588,108.8792,28.6061,4768.678207764907
A8589,109.2461,28.7483,5988.056482438725
A8590,108.8056,28.3722,2807.279439449912
A8591,109.0658,28.2392,4630.977426397307
A9179,109.13,28.5444,4579.3994599521475
57633,108.7672,28.8219,4698.630956652189
A7072,108.8017,29.0522,4236.796006812636
A7118,108.9575,28.9278,4895.0352517989
A7212,108.6094,28.5269,6368.7093351233825
A7213,109.155,29.0975,3078.1400244925953
A7214,108.5989,29.0,5677.568495301098
A7221,108.5903,28.8767,5548.921562302954
A7222,108.4,28.6928,2526.275433649703
A7223,108.3903,28.8836,4792.02929161705
A7224,108.6478,28.3964,1814.0022335033261
A7225,109.2364,29.0319,3938.4453975317333
A7226,108.5431,29.0825,5769.616624359952
A7227,108.9142,29.0056,4788.051522203155
A7228,108.7289,28.8942,4655.706424804637
A7229,108.9131,28.7975,7798.713158506391
A7230,109.0569,28.9769,5951.800107440123
A7822,109.1336,28.9503,6397.751454752265
A7823,108.9583,28.9797,3151.6451585292853
A7824,109.0167,29.2333,4077.983451723693
A7825,108.3528,28.9269,6042.07537980568
A7826,108.5453,28.7753,3878.376215162136
A7827,108.9594,28.7403,7798.713158506391
A7828,109.1206,28.8939,6397.751454752265
A7829,108.6369,28.6594,4795.250062503288
A7830,108.8672,28.9011,4382.7118236087745
A7831,109.1047,29.0297,7488.578756086769
A7832,108.6967,28.6994,7109.040709800791
A7833,108.46,29.0492,3771.9646286359493
A7834,108.91,29.1303,10117.477645712777
A7836,108.7047,28.9542,2460.528631294056
A7837,109.1125,29.1205,4856.801357239839
A7838,108.6506,29.0411,1824.5295452051637
A7839,108.6722,28.6294,2932.0361771586927
A7840,108.9922,29.2631,4077.983451723693
A7841,108.4317,28.8603,4792.02929161705
A7842,108.3844,28.8061,7586.224231516406
A7843,108.6847,28.7825,3630.362624093004
A7844,108.7014,28.6356,2932.0361771586927
A7845,108.7614,28.6036,6852.746930296727
A7846,108.8086,28.7522,826.3785393014664
A7847,109.0392,29.1417,7499.719108632617
A7848,108.9261,28.6181,4768.678207764907
A8080,108.5103,28.7919,3878.376215162136
A8081,109.0089,28.9269,5003.328615121485
A8082,109.0106,29.0119,5951.800107440123
A8083,108.5233,29.0136,6294.2460927746015
A8084,108.5933,28.4714,6368.7093351233825
A8085,108.9103,28.9125,4382.7118236087745
A8086,108.6503,28.7689,1351.0679875024555
A8087,108.8064,28.7806,3165.208258511336
A8416,108.6475,28.7808,1351.0679875024555
A8417,108.7619,28.8639,4655.706424804637
A8418,108.8311,28.8764,976.7563773083291
A8419,108.7744,29.0225,4236.796006812636
A8420,108.8742,28.9508,5520.814547299249
A8421,109.2564,29.0011,3938.4453975317333
A8422,108.6814,28.9456,1371.1794647516467
A8423,108.3928,28.7328,4502.8799522974705
A8424,108.8139,28.7464,826.3785393014664
A8425,109.185,29.1064,3078.1400244925953
A8426,108.3778,28.6811,2526.275433649703
A8522,108.6742,28.935,1371.1794647516467
A8562,108.6142,28.8314,5548.921562302954
A8566,108.8292,28.9847,3722.1496690388517
A8568,108.65,29.0247,1824.5295452051637
A8569,108.9306,28.965,3151.6451585292853
A8570,108.5386,29.1411,2252.497444804427
A8571,108.4586,29.0153,3771.9646286359493
A8885,108.6339,28.4072,1814.0022335033261
A9000,108.7931,28.9736,3722.1496690388517
A9001,109.0522,29.2811,6154.328369195911
A9002,108.8231,28.8817,976.7563773083291
A9003,108.6667,28.5656,7059.9714214729975
A9051,109.1056,29.2042,9214.293920888016
57537,108.1617,29.2922,6170.78665468512
A7065,108.4225,29.5336,162.04589957613942
A7066,108.2853,29.1414,802.7214826172689
A7067,108.2339,29.4008,3434.3241834301493
A7114,108.2994,29.4192,1939.3612565014703
A7206,108.0681,29.1092,1822.1056420731009
A7207,108.4078,29.2906,1684.419470273562
A7231,108.2039,29.1419,4995.338927838239
A7232,108.2636,29.0972,4596.540945035226
A7233,108.2614,29.5322,6871.9428647352615
A7234,108.0814,29.4475,3147.7699820840025
A7235,108.4589,29.4217,5790.142671810396
A7236,108.3303,29.5172,6871.9428647352615
A7237,108.4,29.4128,5790.142671810396
A7238,107.9186,29.0725,6628.567572809567
A7239,108.2386,29.2847,6630.074019647914
A7868,108.4375,29.7092,5956.837989659438
A7869,108.3217,29.6292,7648.585180738121
A7870,107.8772,28.9947,9541.468850190358
A7871,108.5172,29.1603,2979.396901358211
A7872,108.4706,29.1347,4749.286730786834
A7873,108.3078,29.3722,4359.464876351572
A7875,108.5139,29.4683,2729.870554077841
A7876,108.4575,29.6122,3609.6885908489917
A7877,108.2772,29.69,2165.813725790378
A7878,108.2172,29.6089,2468.527371509418
A7879,108.3792,29.7267,4574.6732104692865
A7880,108.1342,29.4608,5321.863038839199
A7881,108.2139,29.3403,6630.074019647914
A7882,108.0919,29.2906,1740.7644515138113
A7883,108.5492,29.2878,6515.820532536438
A7884,107.9867,29.0692,6628.567572809567
A7885,108.1356,29.0778,6951.570280612899
A7887,108.3222,29.0111,8326.097197253459
A7888,108.4464,29.2406,5075.268311466065
A7889,108.2528,29.1875,3857.0997077290945
A7890,108.2131,29.1861,2222.205108407795
A7891,108.5117,29.3467,3133.6478216802316
A8088,108.3153,29.4408,2853.039371661421
A8089,108.2039,29.2044,2222.205108407795
A8090,108.2847,29.1342,802.7214826172689
A8091,108.0294,29.1592,6711.139374308853
A8092,108.4269,29.5936,3609.6885908489917
A8093,108.4239,29.5328,162.04589957613942
A8094,108.4964,29.2272,5075.268311466065
A8095,108.3997,29.2772,1684.419470273562
A8427,108.4811,29.3558,3133.6478216802316
A8428,108.2006,29.4114,3434.3241834301493
A8429,108.1239,29.1456,4946.050003755526
A8430,108.0997,29.3047,1740.7644515138113
A8431,108.3253,29.1708,5076.864110858736
A8432,108.3947,29.3414,5789.7323350058505
A8433,108.2858,29.4064,1939.3612565014703
A8434,108.3333,29.2722,6464.334549721467
A8435,108.0347,29.2933,5555.221483714019
A8436,107.9419,29.1675,7773.916278781554
A8497,108.4081,29.1239,6188.35200384474
A8498,108.1156,29.3758,4665.059083757868
A8524,108.3622,29.6883,4574.6732104692865
A8528,108.2792,29.7094,2165.813725790378
A8529,108.2172,29.6311,2468.527371509418
A8530,108.1592,29.3936,4472.324064297798
A8531,108.5192,29.13,2252.497444804427
A8533,108.3308,29.0856,6655.812822763817
A9125,108.5364,29.4831,2729.870554077841
A9126,108.0806,29.4192,3147.7699820840025
A9127,108.0825,29.1197,1822.1056420731009
A9128,108.4572,29.3172,4877.462767287974
57341,109.1878,31.8492,956.6961373208624
57419,106.0075,30.2636,948.4209159334756
57535,108.7231,29.5956,7447.77978835668
57615,106.4372,28.6067,2406.0763026894674
57622,107.1931,29.035,759.0508022095864
A6102,106.5542,29.5275,526.3406990569603
A6411,106.545,29.7183,1792.432980848722
A6412,106.5267,29.7072,1152.202251600428
A6413,106.5178,29.7003,1152.202251600428
A8000,106.5106,29.6022,311.3457946050846
A8001,106.5619,29.5214,481.7916969820985
A8002,106.4889,29.5222,3034.4423543700727
A8004,106.3167,29.5,4776.376498415143
A8007,106.4828,29.47,3633.555803320493
A8008,106.5333,29.5486,2097.3593392363414
A8009,106.5706,29.5383,1980.079363829592
A8010,106.7025,29.6336,1398.0346214319552
A8011,106.61,29.5522,1214.821027306792
A8031,106.5581,29.5242,481.7916969820985
A8032,106.7281,29.5789,1934.42704381143
A8033,106.7114,29.5203,1325.5536096334008
A8034,106.3656,29.4942,4144.527726961581
A8035,106.5436,29.4881,3071.5212617324587
A8036,106.4475,29.4589,3184.432496875779
A8037,106.8397,29.6367,2447.2580406940424
A8041,106.3103,29.5906,3656.1263459516986
A8042,106.3731,29.5997,2330.040507439728
A8043,106.6131,29.5944,4701.993158012695
A8044,106.6569,29.5069,4739.811982515148
A8045,106.5106,29.5025,3034.4423543700727
A8046,106.3297,29.3006,3515.703124544326
A8047,106.4928,29.4311,2303.8121584313326
A8048,106.4281,29.4047,2081.526446652114
A8049,106.9278,29.7719,2393.8092141621773
A8051,106.4725,29.4203,2303.8121584313326
A8053,106.4475,29.3897,2194.734577690447
A8054,106.4031,29.4253,3333.2586358721583
A8055,106.5244,29.5658,2097.3593392363414
A8056,106.8056,29.5956,1338.571595821927
A8057,106.8144,29.6358,1296.3206152020537
A8058,106.8103,29.6247,931.375862012847
A8059,106.8008,29.6233,931.375862012847
A8061,106.7311,29.5961,1934.42704381143
A8062,106.7086,29.6222,1398.0346214319552
A8063,106.3639,29.3111,2868.699852373803
A8064,106.3383,29.3408,2000.7178335011781
A8065,106.2986,29.3722,5195.6197794987975
A8066,106.3458,29.4403,5794.368684345026
A8067,106.4139,29.4758,2967.560757677202
A8068,106.3578,29.3467,2000.7178335011781
A8069,106.4492,29.4303,2324.155607958249
A8070,106.7228,29.5578,1428.0563671152775
A8071,106.7244,29.5031,2289.1876748181917
A8072,106.71,29.5514,1428.0563671152775
A8073,106.725,29.5278,1129.8472458185345
A8074,106.7056,29.5311,1290.841515399216
A8075,106.6917,29.5369,1491.4300769957297
A8076,106.7178,29.5358,1129.8472458185345
A8142,106.3514,29.5739,3554.30211401947
A8143,106.3881,29.5833,2307.5920418865244
A8144,106.2678,29.5658,2182.3288139962638
A8145,106.275,29.5472,2182.3288139962638
A8208,106.6036,29.5428,1214.821027306792
A8540,106.7508,29.6292,4144.067586281873
A8550,106.3756,29.825,1160.3747420104762
A8551,106.3856,29.8308,1160.3747420104762
A8552,106.3583,29.8378,2193.300985695657
A9104,106.5214,29.6183,1810.2997308293313
A9221,106.4489,29.4094,2081.526446652114
A9900,106.5106,29.605,311.3457946050846
A9940,106.4939,29.5856,939.9419335630911
A9941,106.5269,29.5856,2214.8941139464387
